time_milli,total,unsolicited,schedule1,candidates,schedule2
6983961,8,0,4,4,4
6984445,8,7,4,1,1
6989559,8,0,4,4,4
6995070,8,0,4,4,4
6996170,8,6,4,2,2
7000670,8,0,4,4,4
7001136,8,7,4,1,1
7002574,8,0,4,4,4
7003013,8,7,4,1,1
7006277,8,0,4,4,4
7006761,8,6,4,2,2
7010249,8,0,4,4,4
7010760,8,6,4,2,2
7014083,8,0,4,4,4
7015102,8,7,4,1,1
7017926,8,0,4,4,4
7019343,8,6,4,2,2
7021261,8,0,4,4,4
7025371,8,0,4,4,4
7027737,8,0,4,4,4
7033280,8,0,4,4,4
7034888,8,5,4,3,2
7037495,8,0,4,4,4
7038634,8,4,4,4,4
7043106,8,0,4,4,4
7045477,8,5,4,3,2
7048789,8,0,4,4,4
7049790,8,6,4,2,2
7054978,8,0,4,4,4
7062275,8,0,4,4,4
7062723,8,6,4,2,2
7066517,8,0,4,4,4
7067683,8,4,4,4,4
7070956,8,0,4,4,4
7072029,8,4,4,4,4
7074394,8,0,4,4,4
7079365,8,5,4,3,2
7082913,8,0,4,4,4
7083415,8,6,4,2,2
7091497,8,0,4,4,4
7091963,8,7,4,1,1
7095279,8,0,4,4,4
7098022,8,3,4,4,4
7104473,8,0,4,4,4
7104930,8,7,4,1,1
7111264,8,0,4,4,4
7114911,8,6,4,2,2
7118582,8,0,4,4,4
7120508,8,5,4,3,2
7123598,8,0,4,4,4
7125443,8,3,4,4,4
7131052,8,0,4,4,4
7134609,8,6,4,2,2
7141973,8,0,4,4,4
7148784,8,5,4,3,2
7159882,8,0,4,4,4
7160339,8,1,4,4,4
7169671,8,0,4,4,4
7173077,8,2,4,4,4
7177807,8,0,4,4,4
7178246,8,3,4,4,4
7191186,8,0,4,4,4
7194024,8,3,4,4,4
7201010,8,0,4,4,4
7204284,8,1,4,4,4
7205507,8,0,4,4,4
7206481,8,3,4,4,4
7218839,8,0,4,4,4
7221612,8,1,4,4,4
7232136,8,0,4,4,4
7233756,8,3,4,4,4
7245222,8,0,4,4,4
7252736,8,3,4,4,4
7262934,8,0,4,4,4
7265920,8,2,4,4,4
7277674,8,0,4,4,4
7281032,8,1,4,4,4
7292530,8,0,4,4,4
7300190,8,2,4,4,4
7303618,8,0,4,4,4
7304066,8,3,4,4,4
7314735,8,0,4,4,4
7316580,8,1,4,4,4
7326087,8,0,4,4,4
7335773,8,0,4,4,4
7339825,8,0,4,4,4
7340955,8,1,4,4,4
7348999,8,0,4,4,4
7349456,8,3,4,4,4
7372221,8,0,4,4,4
7378034,8,0,4,4,4
7383651,8,0,4,4,4
7384746,8,2,4,4,4
7391368,8,0,4,4,4
7395833,8,3,4,4,4
7407204,8,0,4,4,4
7407924,8,3,4,4,4
7417283,8,0,4,4,4
7417740,8,1,4,4,4
7427888,8,0,4,4,4
7429867,8,1,4,4,4
7437546,8,0,4,4,4
7438881,8,3,4,4,4
7452291,8,0,4,4,4
7453956,8,1,4,4,4
7463922,8,0,4,4,4
7464370,8,3,4,4,4
7473351,8,0,4,4,4
7475797,8,3,4,4,4
7488460,8,0,4,4,4
7490076,8,2,4,4,4
7496196,8,0,4,4,4
7503055,8,5,4,3,2
7510019,8,0,4,4,4
7510467,8,4,4,4,4
7532056,8,0,4,4,4
7532504,8,3,4,4,4
7538508,8,0,4,4,4
7538947,8,6,4,2,2
7543913,8,0,4,4,4
7544433,8,7,4,1,1
7547376,8,0,4,4,4
7549002,8,6,4,2,2
7551376,8,0,4,4,4
7555171,8,5,4,3,2
7559634,8,0,4,4,4
7560199,8,6,4,2,2
7562135,8,0,4,4,4
7564768,8,7,4,1,1
7567322,8,0,4,4,4
7570686,8,0,4,4,4
7571741,8,7,4,1,1
7573633,8,0,4,4,4
7574144,8,7,4,1,1
7577356,8,0,4,4,4
7578660,8,6,4,2,2
7582330,8,0,4,4,4
7582796,8,7,4,1,1
7585982,8,0,4,4,4
7586430,8,6,4,2,2
7590947,8,0,4,4,4
7592963,8,0,4,4,4
7593648,8,0,4,4,4
7596733,8,0,4,4,4
7598836,8,0,4,4,4
7600363,8,6,4,2,2
7602798,8,0,4,4,4
7604932,8,6,4,2,2
7608235,8,0,4,4,4
7608692,8,7,4,1,1
7611975,8,0,4,4,4
7612812,8,7,4,1,1
7615609,8,0,4,4,4
7618791,8,0,4,4,4
7620806,8,0,4,4,4
7621245,8,6,4,2,2
7623615,8,0,4,4,4
7624625,8,7,4,1,1
7626968,8,0,4,4,4
7628594,8,6,4,2,2
7632162,8,0,4,4,4
7633725,8,6,4,2,2
7636066,8,0,4,4,4
7636706,8,7,4,1,1
7640166,8,0,4,4,4
7641194,8,7,4,1,1
7643423,8,0,4,4,4
7645857,8,7,4,1,1
7647374,8,0,4,4,4
7649951,8,0,4,4,4
7652085,8,7,4,1,1
7653040,8,0,4,4,4
7654323,8,0,4,4,4
7654864,8,7,4,1,1
7656049,8,0,4,4,4
7657621,8,6,4,2,2
7660228,8,0,4,4,4
7662380,8,6,4,2,2
7664272,8,0,4,4,4
7665318,8,7,4,1,1
7667297,8,0,4,4,4
7667545,8,7,4,1,1
7669301,8,0,4,4,4
7671352,8,0,4,4,4
7672922,8,0,4,4,4
7673370,8,7,4,1,1
7676877,8,0,4,4,4
7678458,8,7,4,1,1
7680867,8,0,4,4,4
7682810,8,0,4,4,4
7684427,8,7,4,1,1
7686181,8,0,4,4,4
7687580,8,7,4,1,1
7689165,8,0,4,4,4
7689631,8,6,4,2,2
7691895,8,0,4,4,4
7692343,8,6,4,2,2
7695613,8,0,4,4,4
7697185,8,7,4,1,1
7699072,8,0,4,4,4
7699703,8,5,4,3,2
7703199,8,0,4,4,4
7704290,8,6,4,2,2
7708386,8,0,4,4,4
7709414,8,6,4,2,2
7713673,8,0,4,4,4
7714166,8,6,4,2,2
7716084,8,0,4,4,4
7716577,8,6,4,2,2
7720682,8,0,4,4,4
7721746,8,6,4,2,2
7725397,8,0,4,4,4
7726497,8,6,4,2,2
7730554,8,0,4,4,4
7731011,8,7,4,1,1
7733574,8,0,4,4,4
7734049,8,6,4,2,2
7738036,8,0,4,4,4
7738493,8,5,4,3,2
7741958,8,0,4,4,4
7742415,8,6,4,2,2
7744749,8,0,4,4,4
7746339,8,5,4,3,2
7749290,8,0,4,4,4
7749747,8,5,4,3,2
7752995,8,0,4,4,4
7753509,8,5,4,3,2
7755843,8,0,4,4,4
7757751,8,6,4,2,2
7760169,8,0,4,4,4
7761188,8,5,4,3,2
7763706,8,0,4,4,4
7765088,8,6,4,2,2
7765774,8,0,4,4,4
7766748,8,6,4,2,2
7769117,8,0,4,4,4
7771043,8,3,4,4,4
7774625,8,0,4,4,4
7775617,8,5,4,3,2
7780632,8,0,4,4,4
7781161,8,6,4,2,2
7783423,8,0,4,4,4
7785022,8,5,4,3,2
7787933,8,0,4,4,4
7788555,8,7,4,1,1
7791467,8,0,4,4,4
7793450,8,5,4,3,2
7797899,8,0,4,4,4
7798900,8,5,4,3,2
7801260,8,0,4,4,4
7803404,8,5,4,3,2
7806092,8,0,4,4,4
7807718,8,5,4,3,2
7811860,8,0,4,4,4
7813468,8,5,4,3,2
7816981,8,0,4,4,4
7817474,8,5,4,3,2
7819468,8,0,4,4,4
7821049,8,5,4,3,2
7822683,8,0,4,4,4
7823783,8,5,4,3,2
7826614,8,0,4,4,4
7827334,8,7,4,1,1
7829636,8,0,4,4,4
7830177,8,5,4,3,2
7833874,8,0,4,4,4
7834848,8,4,4,4,4
7838730,8,0,4,4,4
7839749,8,5,4,3,2
7842690,8,0,4,4,4
7844253,8,6,4,2,2
7847325,8,0,4,4,4
7848870,8,6,4,2,2
7851250,8,0,4,4,4
7852551,8,6,4,2,2
7855514,8,0,4,4,4
7857231,8,7,4,1,1
7860285,8,0,4,4,4
7862767,8,0,4,4,4
7864589,8,0,4,4,4
7865599,8,5,4,3,2
7867922,8,0,4,4,4
7868388,8,6,4,2,2
7870945,8,0,4,4,4
7871402,8,5,4,3,2
7873700,8,0,4,4,4
7875572,8,5,4,3,2
7878733,8,0,4,4,4
7879319,8,5,4,3,2
7882703,8,0,4,4,4
7885164,8,6,4,2,2
7888719,8,0,4,4,4
7889765,8,7,4,1,1
7891381,8,0,4,4,4
7893181,8,0,4,4,4
7895340,8,7,4,1,1
7896394,8,0,4,4,4
7897168,8,7,4,1,1
7899922,8,0,4,4,4
7902481,8,7,4,1,1
7903481,8,0,4,4,4
7905098,8,7,4,1,1
7907932,8,0,4,4,4
7910669,8,0,4,4,4
7911135,8,7,4,1,1
7914909,8,0,4,4,4
7915357,8,7,4,1,1
7917513,8,0,4,4,4
7917952,8,5,4,3,2
7919946,8,0,4,4,4
7922712,8,6,4,2,2
7926320,8,0,4,4,4
7927303,8,6,4,2,2
7930821,8,0,4,4,4
7933718,8,0,4,4,4
7934175,8,7,4,1,1
7936654,8,0,4,4,4
7937210,8,6,4,2,2
7939515,8,0,4,4,4
7940525,8,6,4,2,2
7945087,8,0,4,4,4
7946106,8,6,4,2,2
7948504,8,0,4,4,4
7949015,8,6,4,2,2
7953547,8,0,4,4,4
7954593,8,7,4,1,1
7957051,8,0,4,4,4
7958106,8,7,4,1,1
7959915,8,0,4,4,4
7960916,8,5,4,3,2
7964011,8,0,4,4,4
7965057,8,4,4,4,4
7969593,8,0,4,4,4
7969922,8,6,4,2,2
7973498,8,0,4,4,4
7975052,8,5,4,3,2
7977963,8,0,4,4,4
7979308,8,7,4,1,1
7981705,8,0,4,4,4
7984884,8,0,4,4,4
7987016,8,0,4,4,4
7987884,8,5,4,3,2
7991027,8,0,4,4,4
7992055,8,5,4,3,2
7996830,8,0,4,4,4
7998910,8,5,4,3,2
8002027,8,0,4,4,4
8002466,8,5,4,3,2
8005989,8,0,4,4,4
8006972,8,5,4,3,2
8012108,8,0,4,4,4
8014016,8,4,4,4,4
8017465,8,0,4,4,4
8017913,8,5,4,3,2
8023296,8,0,4,4,4
8024297,8,4,4,4,4
8029061,8,0,4,4,4
8030933,8,6,4,2,2
8039571,8,0,4,4,4
8040635,8,5,4,3,2
8043587,8,0,4,4,4
8045730,8,6,4,2,2
8048749,8,0,4,4,4
8050094,8,6,4,2,2
8053517,8,0,4,4,4
8055960,8,0,4,4,4
8057537,8,0,4,4,4
8058529,8,7,4,1,1
8060283,8,0,4,4,4
8062589,8,6,4,2,2
8064997,8,0,4,4,4
8067902,8,0,4,4,4
8068885,8,7,4,1,1
8071144,8,0,4,4,4
8071963,8,7,4,1,1
8074557,8,0,4,4,4
8076660,8,0,4,4,4
8077180,8,7,4,1,1
8080079,8,0,4,4,4
8082137,8,0,4,4,4
8082603,8,7,4,1,1
8085682,8,0,4,4,4
8087218,8,6,4,2,2
8090001,8,0,4,4,4
8091582,8,7,4,1,1
8093135,8,0,4,4,4
8094707,8,7,4,1,1
8097138,8,0,4,4,4
8098220,8,7,4,1,1
8100362,8,0,4,4,4
8101970,8,7,4,1,1
8103735,8,0,4,4,4
8108082,8,0,4,4,4
8109182,8,6,4,2,2
8111082,8,0,4,4,4
8112176,8,6,4,2,2
8115361,8,0,4,4,4
8116371,8,7,4,1,1
8119547,8,0,4,4,4
8119986,8,7,4,1,1
8121451,8,0,4,4,4
8123549,8,7,4,1,1
8125856,8,0,4,4,4
8129038,8,0,4,4,4
8130075,8,6,4,2,2
8131815,8,0,4,4,4
8133214,8,0,4,4,4
8135657,8,7,4,1,1
8138056,8,0,4,4,4
8139075,8,7,4,1,1
8141697,8,0,4,4,4
8142707,8,7,4,1,1
8144269,8,0,4,4,4
8147280,8,0,4,4,4
8148724,8,0,4,4,4
8152882,8,0,4,4,4
8153321,8,6,4,2,2
8155668,8,0,4,4,4
8157793,8,6,4,2,2
8160501,8,0,4,4,4
8161030,8,6,4,2,2
8162891,8,0,4,4,4
8165851,8,7,4,1,1
8168447,8,0,4,4,4
8172925,8,0,4,4,4
8177529,8,0,4,4,4
8177977,8,5,4,3,2
8183356,8,0,4,4,4
8185472,8,3,4,4,4
8190345,8,0,4,4,4
8190784,8,5,4,3,2
8194037,8,0,4,4,4
8194551,8,4,4,4,4
8201756,8,0,4,4,4
8203336,8,6,4,2,2
8211414,8,0,4,4,4
8215165,8,5,4,3,2
8219520,8,0,4,4,4
8222217,8,1,4,4,4
8224643,8,0,4,4,4
8227112,8,5,4,3,2
8229943,8,0,4,4,4
8231779,8,5,4,3,2
8242220,8,0,4,4,4
8243614,8,2,4,4,4
8249554,8,0,4,4,4
8255547,8,4,4,4,4
8263099,8,0,4,4,4
8264472,8,5,4,3,2
8273980,8,0,4,4,4
8274419,8,2,4,4,4
8288153,8,0,4,4,4
8301813,8,0,4,4,4
8305402,8,0,4,4,4
8306796,8,2,4,4,4
8317197,8,0,4,4,4
8318498,8,4,4,4,4
8330076,8,0,4,4,4
8334628,8,3,4,4,4
8350257,8,0,4,4,4
8350442,8,0,4,4,4
8357004,8,0,4,4,4
8358323,8,1,4,4,4
8361260,8,0,4,4,4
8367511,8,2,4,4,4
8377506,8,0,4,4,4
8378798,8,4,4,4,4
8390407,8,0,4,4,4
8390855,8,5,4,3,2
8401367,8,0,4,4,4
8405249,8,1,4,4,4
8418840,8,0,4,4,4
8431253,8,0,4,4,4
8437825,8,0,4,4,4
8442510,8,2,4,4,4
8455988,8,0,4,4,4
8461815,8,3,4,4,4
8468445,8,0,4,4,4
8468920,8,3,4,4,4
8474626,8,0,4,4,4
8476861,8,2,4,4,4
8484628,8,0,4,4,4
8488760,8,4,4,4,4
8500304,8,0,4,4,4
8502469,8,2,4,4,4
8510953,8,0,4,4,4
8512498,8,3,4,4,4
8518451,8,0,4,4,4
8523571,8,3,4,4,4
8534177,8,0,4,4,4
8534625,8,4,4,4,4
8544139,8,0,4,4,4
8547446,8,4,4,4,4
8553462,8,0,4,4,4
8558515,8,3,4,4,4
8572518,8,0,4,4,4
8573059,8,4,4,4,4
8577417,8,0,4,4,4
8577946,8,5,4,3,2
8581741,8,0,4,4,4
8582207,8,5,4,3,2
8585776,8,0,4,4,4
8590373,8,4,4,4,4
8599921,8,0,4,4,4
8600360,8,4,4,4,4
8609670,8,0,4,4,4
8611533,8,3,4,4,4
8617407,8,0,4,4,4
8617909,8,2,4,4,4
8623807,8,0,4,4,4
8629995,8,3,4,4,4
8649418,8,0,4,4,4
8651870,8,0,4,4,4
8657745,8,0,4,4,4
8658193,8,0,4,4,4
8667130,8,0,4,4,4
8672257,8,0,4,4,4
8689507,8,0,4,4,4
8690490,8,1,4,4,4
8709119,8,0,4,4,4
8710748,8,1,4,4,4
8732728,8,0,4,4,4
8739689,8,1,4,4,4
8754529,8,0,4,4,4
8759296,8,0,4,4,4
8768627,8,0,4,4,4
8770772,8,2,4,4,4
8779432,8,0,4,4,4
8779982,8,1,4,4,4
8792686,8,0,4,4,4
8800885,8,0,4,4,4
8838819,8,0,4,4,4
8845830,8,0,4,4,4
8864511,8,0,4,4,4
8871641,8,1,4,4,4
8884014,8,0,4,4,4
8884453,8,1,4,4,4
8894947,8,0,4,4,4
8896974,8,2,4,4,4
8908349,8,0,4,4,4
8911594,8,2,4,4,4
8923491,8,0,4,4,4
8927142,8,4,4,4,4
8942410,8,0,4,4,4
8944137,8,2,4,4,4
8953322,8,0,4,4,4
8955402,8,4,4,4,4
8962952,8,0,4,4,4
8963445,8,5,4,3,2
8977333,8,0,4,4,4
8978352,8,4,4,4,4
8992018,8,0,4,4,4
8993337,8,3,4,4,4
8994796,8,0,4,4,4
8995280,8,3,4,4,4
9008093,8,0,4,4,4
9009139,8,2,4,4,4
9017484,8,0,4,4,4
9018575,8,2,4,4,4
9030081,8,0,4,4,4
9032153,8,3,4,4,4
9042996,8,0,4,4,4
9052723,8,0,4,4,4
9054725,8,0,4,4,4
9055164,8,4,4,4,4
9068363,8,0,4,4,4
9069400,8,2,4,4,4
9081165,8,0,4,4,4
9086721,8,2,4,4,4
9094521,8,0,4,4,4
9099262,8,0,4,4,4
9111668,8,0,4,4,4
9123610,8,1,4,4,4
9130569,8,0,4,4,4
9136272,8,0,4,4,4
9147780,8,0,4,4,4
9151398,8,1,4,4,4
9162629,8,0,4,4,4
9163648,8,1,4,4,4
9172629,8,0,4,4,4
9177849,8,3,4,4,4
9187304,8,0,4,4,4
9189469,8,3,4,4,4
9203464,8,0,4,4,4
9207128,8,1,4,4,4
9216804,8,0,4,4,4
9218683,8,2,4,4,4
9230208,8,0,4,4,4
9245966,8,0,4,4,4
9259638,8,0,4,4,4
9265114,8,1,4,4,4
9276499,8,0,4,4,4
9281279,8,0,4,4,4
9283331,8,0,4,4,4
9284360,8,2,4,4,4
9297791,8,0,4,4,4
9306309,8,0,4,4,4
9310996,8,0,4,4,4
9312568,8,2,4,4,4
9323706,8,0,4,4,4
9326122,8,1,4,4,4
9334393,8,0,4,4,4
9338177,8,1,4,4,4
9349729,8,0,4,4,4
9351319,8,1,4,4,4
9357783,8,0,4,4,4
9360518,8,0,4,4,4
9371034,8,0,4,4,4
9373455,8,0,4,4,4
9383171,8,0,4,4,4
9384836,8,0,4,4,4
9395134,8,0,4,4,4
9397015,8,2,4,4,4
9400993,8,0,4,4,4
9414177,8,2,4,4,4
9422991,8,0,4,4,4
9425982,8,1,4,4,4
9433492,8,0,4,4,4
9438267,8,1,4,4,4
9451580,8,0,4,4,4
9455210,8,0,4,4,4
9460352,8,0,4,4,4
9462746,8,2,4,4,4
9472445,8,0,4,4,4
9474578,8,1,4,4,4
9482258,8,0,4,4,4
9489795,8,1,4,4,4
9501418,8,0,4,4,4
9506638,8,1,4,4,4
9539407,8,0,4,4,4
9552207,8,0,4,4,4
9561217,8,0,4,4,4
9565128,8,1,4,4,4
9575257,8,0,4,4,4
9578790,8,2,4,4,4
9582815,8,0,4,4,4
9584432,8,3,4,4,4
9598616,8,0,4,4,4
9600170,8,1,4,4,4
9610618,8,0,4,4,4
9612495,8,2,4,4,4
9630177,8,0,4,4,4
9632076,8,1,4,4,4
9642908,8,0,4,4,4
9644498,8,1,4,4,4
9651662,8,0,4,4,4
9654115,8,1,4,4,4
9657632,8,0,4,4,4
9660327,8,1,4,4,4
9669434,8,0,4,4,4
9672682,8,1,4,4,4
9691413,8,0,4,4,4
9694111,8,1,4,4,4
9712119,8,0,4,4,4
9713700,8,3,4,4,4
9723146,8,0,4,4,4
9727146,8,3,4,4,4
9736780,8,0,4,4,4
9745060,8,1,4,4,4
9759164,8,0,4,4,4
9761607,8,2,4,4,4
9770194,8,0,4,4,4
9770789,8,5,4,3,2
9782206,8,0,4,4,4
9783243,8,5,4,3,2
9791981,8,0,4,4,4
9792420,8,2,4,4,4
9799941,8,0,4,4,4
9801818,8,2,4,4,4
9813824,8,0,4,4,4
9815642,8,2,4,4,4
9822648,8,0,4,4,4
9823739,8,4,4,4,4
9827476,8,0,4,4,4
9827924,8,3,4,4,4
9850419,8,0,4,4,4
9852037,8,0,4,4,4
9856843,8,0,4,4,4
9863412,8,4,4,4,4
9876867,8,0,4,4,4
9879036,8,4,4,4,4
9884994,8,0,4,4,4
9890014,8,3,4,4,4
9909548,8,0,4,4,4
9910232,8,0,4,4,4
9914424,8,0,4,4,4
9917521,8,3,4,4,4
9924900,8,0,4,4,4
9937142,8,0,4,4,4
9944105,8,0,4,4,4
9944553,8,4,4,4,4
9953164,8,0,4,4,4
9953603,8,3,4,4,4
9958226,8,0,4,4,4
9959509,8,3,4,4,4
9967955,8,0,4,4,4
9968421,8,3,4,4,4
9976482,8,0,4,4,4
9978580,8,4,4,4,4
9985258,8,0,4,4,4
9987374,8,6,4,2,2
9993187,8,0,4,4,4
9993635,8,5,4,3,2
9999659,8,0,4,4,4
10000272,8,5,4,3,2
10003177,8,0,4,4,4
10003652,8,4,4,4,4
10012919,8,0,4,4,4
10014782,8,6,4,2,2
10018405,8,0,4,4,4
10019968,8,6,4,2,2
10023222,8,0,4,4,4
10024205,8,6,4,2,2
10028541,8,0,4,4,4
10030448,8,3,4,4,4
10033739,8,0,4,4,4
10038657,8,0,4,4,4
10040920,8,0,4,4,4
10041984,8,7,4,1,1
10045022,8,0,4,4,4
10045488,8,7,4,1,1
10047407,8,0,4,4,4
10048444,8,6,4,2,2
10050724,8,0,4,4,4
10051163,8,7,4,1,1
10054411,8,0,4,4,4
10056028,8,3,4,4,4
10059854,8,0,4,4,4
10061390,8,6,4,2,2
10065208,8,0,4,4,4
10066209,8,7,4,1,1
10069538,8,0,4,4,4
10072221,8,0,4,4,4
10074164,8,0,4,4,4
10075174,8,7,4,1,1
10077628,8,0,4,4,4
10079643,8,0,4,4,4
10080217,8,3,4,4,4
10083145,8,0,4,4,4
10084182,8,5,4,3,2
10086712,8,0,4,4,4
10088320,8,6,4,2,2
10091200,8,0,4,4,4
10091648,8,7,4,1,1
10093386,8,0,4,4,4
10096445,8,0,4,4,4
10096920,8,7,4,1,1
10099817,8,0,4,4,4
10102081,8,0,4,4,4
10105423,8,0,4,4,4
10106442,8,6,4,2,2
10108753,8,0,4,4,4
10109192,8,6,4,2,2
10111848,8,0,4,4,4
10113684,8,6,4,2,2
10118496,8,0,4,4,4
10120660,8,6,4,2,2
10123346,8,0,4,4,4
10123785,8,6,4,2,2
10128190,8,0,4,4,4
10128638,8,5,4,3,2
10132006,8,0,4,4,4
10132445,8,5,4,3,2
10137278,8,0,4,4,4
10140325,8,6,4,2,2
10144209,8,0,4,4,4
10146351,8,3,4,4,4
10156226,8,0,4,4,4
10158903,8,3,4,4,4
10166434,8,0,4,4,4
10169694,8,4,4,4,4
10174296,8,0,4,4,4
10180575,8,4,4,4,4
10187192,8,0,4,4,4
10193753,8,0,4,4,4
10216046,8,0,4,4,4
10217905,8,1,4,4,4
10237900,8,0,4,4,4
10252744,8,0,4,4,4
10260380,8,0,4,4,4
10261417,8,1,4,4,4
10265086,8,0,4,4,4
10266667,8,2,4,4,4
10274777,8,0,4,4,4
10276654,8,3,4,4,4
10293793,8,0,4,4,4
10298217,8,1,4,4,4
10304302,8,0,4,4,4
10305657,8,2,4,4,4
10315974,8,0,4,4,4
10318492,8,2,4,4,4
10330915,8,0,4,4,4
10335426,8,1,4,4,4
10347177,8,0,4,4,4
10348860,8,2,4,4,4
10355303,8,0,4,4,4
10356331,8,2,4,4,4
10358179,8,0,4,4,4
10359216,8,2,4,4,4
10375215,8,0,4,4,4
10380905,8,1,4,4,4
10389363,8,0,4,4,4
10391006,8,1,4,4,4
10395473,8,0,4,4,4
10395912,8,2,4,4,4
10412696,8,0,4,4,4
10420569,8,0,4,4,4
10428053,8,0,4,4,4
10430766,8,2,4,4,4
10445503,8,0,4,4,4
10449318,8,0,4,4,4
10455738,8,0,4,4,4
10456494,8,2,4,4,4
10465145,8,0,4,4,4
10469257,8,2,4,4,4
10477567,8,0,4,4,4
10478640,8,3,4,4,4
10487353,8,0,4,4,4
10489107,8,2,4,4,4
10496007,8,0,4,4,4
10498040,8,4,4,4,4
10508065,8,0,4,4,4
10509066,8,3,4,4,4
10516435,8,0,4,4,4
10517806,8,3,4,4,4
10529636,8,0,4,4,4
10532952,8,4,4,4,4
10545430,8,0,4,4,4
10545887,8,3,4,4,4
10555201,8,0,4,4,4
10555458,8,4,4,4,4
10572802,8,0,4,4,4
10573277,8,3,4,4,4
10577769,8,0,4,4,4
10580212,8,4,4,4,4
10586778,8,0,4,4,4
10596189,8,3,4,4,4
10610409,8,0,4,4,4
10613388,8,4,4,4,4
10616391,8,0,4,4,4
10617429,8,5,4,3,2
10619265,8,0,4,4,4
10620347,8,7,4,1,1
10622635,8,0,4,4,4
10623200,8,7,4,1,1
10629557,8,0,4,4,4
10634069,8,7,4,1,1
10641722,8,0,4,4,4
10643030,8,4,4,4,4
10646627,8,0,4,4,4
10647093,8,4,4,4,4
10656242,8,0,4,4,4
10657840,8,5,4,3,2
10661421,8,0,4,4,4
10661878,8,5,4,3,2
10664260,8,0,4,4,4
10664726,8,4,4,4,4
10667577,8,0,4,4,4
10668016,8,6,4,2,2
10678159,8,0,4,4,4
10679250,8,5,4,3,2
10684125,8,0,4,4,4
10686269,8,4,4,4,4
10692595,8,0,4,4,4
10694747,8,4,4,4,4
10696781,8,0,4,4,4
10698100,8,3,4,4,4
10703398,8,0,4,4,4
10704480,8,5,4,3,2
10707949,8,0,4,4,4
10709294,8,6,4,2,2
10720752,8,0,4,4,4
10721293,8,5,4,3,2
10725518,8,0,4,4,4
10726501,8,2,4,4,4
10732510,8,0,4,4,4
10736483,8,3,4,4,4
10744521,8,0,4,4,4
10759334,8,0,4,4,4
10769426,8,0,4,4,4
10775005,8,1,4,4,4
10792181,8,0,4,4,4
10797991,8,0,4,4,4
10812337,8,0,4,4,4
10822082,8,0,4,4,4
10846657,8,0,4,4,4
10848804,8,2,4,4,4
10878401,8,0,4,4,4
10900210,8,0,4,4,4
10910083,8,0,4,4,4
10912454,8,3,4,4,4
10922494,8,0,4,4,4
10931178,8,2,4,4,4
10954166,8,0,4,4,4
10960669,8,1,4,4,4
10981922,8,0,4,4,4
10982370,8,2,4,4,4
